nm_Band,Panchromatic,Coastal Blue,Blue,Green,Yellow,Red,Red Edge,NIR1,NIR2
498,0.55847423,5.0945367E-06,0.98241368,0.0013302747,5.4723933E-07,1.6763871E-06,8.0879153E-06,1.5008541E-07,1.25976E-10
499,0.55835691,3.2049947E-06,0.9911881,0.0022085651,3.6147891E-07,1.6125718E-06,4.6581115E-06,2.3329915E-07,3.6787949E-07
500,0.55823167,1.3064638E-06,1,0.0030918636,1.7464831E-07,1.5397676E-06,1.200003E-06,3.1793058E-07,7.3624619E-07
501,0.56700883,1.412747E-06,0.99661277,0.0054021691,2.7762876E-07,2.0564801E-06,8.659646E-07,2.2554062E-07,9.1935758E-07
502,0.57578699,1.5171888E-06,0.99321665,0.0077137454,3.806656E-07,2.5734709E-06,5.283004E-07,1.3309675E-07,1.1025663E-06
503,0.58601029,1.2330161E-06,0.96466338,0.014494754,2.4626466E-07,1.9677643E-06,2.5627524E-06,1.4955315E-07,5.6984253E-07
504,0.59628266,9.4536603E-07,0.93594168,0.021312825,1.1207247E-07,1.3587078E-06,4.6135195E-06,1.6609812E-07,3.4512133E-08
505,0.60553326,8.6250305E-07,0.85577938,0.040519839,2.2341053E-07,8.290051E-07,4.2209118E-06,2.4986261E-07,2.6560875E-08
506,0.60871959,7.7756962E-07,0.77545767,0.059763601,3.3496168E-07,2.9480909E-07,3.8361631E-06,3.3283596E-07,1.8431043E-08
507,0.61399523,6.7281925E-07,0.65464145,0.10901705,2.6245918E-07,2.5219506E-07,2.235684E-06,3.7482744E-07,6.0036331E-08
508,0.61842021,5.6552563E-07,0.53310461,0.1585592,1.904832E-07,2.0932656E-07,6.2574552E-07,4.1801781E-07,1.0205E-07
509,0.62216319,6.3376539E-07,0.41558092,0.25486166,1.7836139E-07,2.55141E-07,4.1356441E-07,3.171945E-07,1.5351605E-07
510,0.62679189,7.0224726E-07,0.29762947,0.35151038,1.6715516E-07,3.0111921E-07,2.0061343E-07,2.1600449E-07,2.0582567E-07
511,0.62121182,8.0142515E-07,0.22145089,0.46254831,1.668147E-07,2.7852037E-07,1.8560331E-07,3.1124363E-07,2.7435653E-07
512,0.6155771,9.0132722E-07,0.14469861,0.57440609,1.6646821E-07,2.5574689E-07,1.7047718E-07,4.0718775E-07,3.4505252E-07
513,0.60865882,8.7440191E-07,0.1066236,0.63767104,1.548916E-07,2.1699638E-07,1.9161347E-07,2.6797693E-07,3.9325589E-07
514,0.6008495,8.4939708E-07,0.068529709,0.70096184,1.4330842E-07,1.7910822E-07,2.1187937E-07,1.2869787E-07,4.4313928E-07
515,0.59541384,9.3924013E-07,0.050368437,0.72300742,1.3593487E-07,2.450711E-07,1.2782991E-07,2.9012408E-07,8.0217456E-07
516,0.60237964,1.0315164E-06,0.032106602,0.74516569,1.2754548E-07,3.1139411E-07,4.2962713E-08,4.5146232E-07,1.1631764E-06
517,0.60849748,1.0875212E-06,0.022842873,0.75506552,2.2909929E-07,2.5938701E-07,8.2938678E-08,4.0430928E-07,9.8087345E-07
518,0.61551836,1.1456196E-06,0.013555038,0.76498656,3.318907E-07,2.0635435E-07,1.2319486E-07,3.5605638E-07,7.9809307E-07
519,0.62309397,1.06537E-06,0.0096586799,0.77216944,2.3511764E-07,1.9906198E-07,1.5299035E-07,3.3383978E-07,6.2464879E-07
520,0.630712,9.8452247E-07,0.0057341091,0.77938902,1.3862708E-07,1.9081744E-07,1.8299721E-07,3.1145691E-07,4.482596E-07
521,0.63775191,8.0516583E-07,0.0045137381,0.78240309,1.43512E-07,2.1137657E-07,1.4815117E-07,3.7327482E-07,3.5718254E-07
522,0.64478343,6.2588128E-07,0.0032938656,0.78540934,1.4839358E-07,2.3192493E-07,1.1242693E-07,4.3506249E-07,2.6614252E-07
523,0.65352167,8.6413093E-07,0.0026531826,0.79221241,3.388732E-07,1.8041985E-07,1.0911897E-07,3.6227331E-07,2.1950334E-07
524,0.66229554,1.1054934E-06,0.0020094003,0.79904049,5.302638E-07,1.2866583E-07,1.0579407E-07,2.8814447E-07,1.7263819E-07
525,0.67154084,8.993634E-07,0.0016559537,0.80684987,3.5707537E-07,1.144632E-07,1.1225982E-07,1.799011E-07,2.1701096E-07
526,0.66725104,6.9054503E-07,0.0013013006,0.81468042,1.8230724E-07,1.0021173E-07,1.1874673E-07,7.1586995E-08,2.6153259E-07
527,0.66519951,1.0595939E-06,0.0010878203,0.82356724,2.744797E-07,5.6907601E-08,1.1738325E-07,1.0534568E-07,1.858004E-06
528,0.66220797,1.4293741E-06,0.00087272528,0.83250322,3.673339E-07,1.3552173E-08,1.1600716E-07,1.386557E-07,3.4560782E-06
529,0.65847717,2.5220514E-06,0.00073897811,0.83662679,4.3775472E-07,1.2020987E-07,1.6606169E-07,1.258453E-07,6.1156685E-06
530,0.65473338,3.6274695E-06,0.00060489218,0.84075604,5.0935E-07,2.2704261E-07,2.1624054E-07,1.1300215E-07,8.7818798E-06
531,0.66155881,2.5870181E-06,0.00051300259,0.84116715,3.8852129E-07,1.368623E-07,1.5092209E-07,6.1941751E-08,4.8229017E-06
532,0.66838953,1.5592406E-06,0.00042099015,0.84157419,2.685346E-07,4.6015642E-08,8.4516754E-08,1.0614048E-08,8.621606E-07
533,0.67667403,9.9611208E-07,0.00036200298,0.84250331,1.9492973E-07,2.3163616E-08,1.2680979E-07,4.6390394E-08,5.4939668E-07
534,0.6849966,4.2982494E-07,0.00030268328,0.8434274,1.1990362E-07,7.2623E-11,1.6924612E-07,8.2366078E-08,2.3660554E-07
535,0.69309803,4.0051785E-07,0.00025923436,0.84430485,2.0200402E-07,2.4204452E-08,1.614003E-07,4.6732687E-08,3.8259677E-07
536,0.69291686,3.710657E-07,0.00021557359,0.84517844,2.8449811E-07,4.8340801E-08,1.5259587E-07,1.0825964E-08,5.2928782E-07
537,0.69217349,4.7117388E-07,0.00018396564,0.84629798,2.2816503E-07,2.4301428E-08,1.6296767E-07,1.6315567E-08,2.8679363E-06
538,0.69049668,5.7159905E-07,0.00015225558,0.84741595,1.7165056E-07,7.3853E-11,1.7337162E-07,2.1721111E-08,5.2227444E-06
539,0.68936994,4.1947937E-07,0.0001306497,0.84887628,1.4844637E-07,3.3074587E-08,1.4493658E-07,1.087202E-08,4.9494172E-06
540,0.68823724,2.6907525E-07,0.00010894003,0.85033527,1.2417466E-07,6.6218732E-08,1.1644084E-07,8.3101E-11,4.6754881E-06
541,0.6845702,4.0529102E-07,9.5459461E-05,0.85479328,2.6369071E-07,4.265305E-08,1.1321308E-07,1.1030841E-08,2.4000191E-06
542,0.68085484,5.4263013E-07,8.1864194E-05,0.85926621,4.0436126E-07,1.8983612E-08,1.099555E-07,2.2050656E-08,1.0712963E-07
543,0.67572457,4.2783631E-07,7.0752084E-05,0.86017941,3.1838261E-07,1.0294134E-07,1.2029262E-07,3.7769845E-08,7.6752606E-08
544,0.66964552,3.1493291E-07,5.9623563E-05,0.86108948,2.3227817E-07,1.8823722E-07,1.3064405E-07,5.3511536E-08,4.6507488E-08
545,0.66497328,3.6950275E-07,5.1422644E-05,0.86351554,3.6281117E-07,1.4181573E-07,6.9906929E-08,1.0609256E-07,2.9856829E-07
546,0.67347133,4.2644987E-07,4.3024317E-05,0.86594464,4.9305172E-07,9.6069109E-08,8.596689E-09,1.6010892E-07,5.510024E-07
547,0.67972191,8.515702E-06,4.9063408E-05,0.86807735,2.669142E-06,9.0685225E-08,1.3056549E-08,1.3233407E-07,1.5728764E-06
548,0.68692482,1.6610671E-05,5.4962574E-05,0.87020942,4.8458933E-06,8.5291531E-08,1.7580501E-08,1.045103E-07,2.5911935E-06
549,0.69422842,7.8988137E-05,6.0812234E-05,0.87637941,5.9263558E-06,1.0213741E-07,2.2427983E-08,5.7668167E-08,1.8145577E-06
550,0.70156014,0.00014168023,6.6688956E-05,0.8825705,7.0014619E-06,1.1944107E-07,2.7203689E-08,1.0708303E-08,1.0306721E-06
551,0.70349736,7.2510913E-05,6.4278398E-05,0.88908406,6.8457866E-06,7.6313757E-08,6.9807734E-08,4.6058621E-08,5.6707902E-07
552,0.70448084,3.1047841E-06,6.2018075E-05,0.8955926,6.6900514E-06,3.3086696E-08,1.1241573E-07,8.1412292E-08,1.0361285E-07
553,0.70750262,1.6865244E-06,6.2654283E-05,0.90584832,5.7809898E-06,4.155118E-08,1.3453721E-07,7.6854565E-08,9.0860506E-08
554,0.71053286,2.5361589E-07,6.3293406E-05,0.91615241,4.876973E-06,5.0064885E-08,1.5583676E-07,7.2269029E-08,7.8211375E-08
555,0.71357642,3.0650275E-07,6.0657672E-05,0.92446903,4.3711018E-06,7.5933161E-08,1.5513297E-07,9.9514922E-08,1.5002386E-07
556,0.71183523,3.5955608E-07,5.7860934E-05,0.93280673,3.8740947E-06,1.0236161E-07,1.5442603E-07,1.2695183E-07,2.2134411E-07
557,0.71051196,3.0303692E-07,5.882361E-05,0.93904567,4.5603284E-06,1.9436225E-07,1.5169286E-07,1.4490895E-07,1.5687132E-07
558,0.70918305,2.4642209E-07,5.9940124E-05,0.94529046,5.2582001E-06,2.8651528E-07,1.4799957E-07,1.6394623E-07,9.1389029E-08
559,0.70900925,3.8267714E-07,6.1241421E-05,0.95376566,4.5393716E-06,2.029641E-07,2.5304214E-07,1.2765046E-07,1.1996645E-07
560,0.70978554,5.199685E-07,6.2551349E-05,0.96228486,3.8255289E-06,1.1780226E-07,3.5888454E-07,9.1285393E-08,1.4876035E-07
561,0.72163216,5.2084147E-07,5.803796E-05,0.96834927,5.7426199E-06,7.6990185E-08,1.0697873E-06,4.5719326E-08,9.006105E-08
562,0.73254397,5.2171424E-07,5.350907E-05,0.97442822,7.6661129E-06,3.633128E-08,1.7859665E-06,8.5004E-11,3.134638E-08
563,0.74430102,4.5423365E-07,5.6212436E-05,0.97877471,1.4587928E-05,9.479318E-08,2.2623018E-06,4.2989673E-08,1.5732557E-08
564,0.75511526,3.8655381E-07,5.876873E-05,0.9831286,2.1647152E-05,1.5352224E-07,2.7303321E-06,8.5891365E-08,1.65962E-10
565,0.76575249,2.6941159E-07,5.8683535E-05,0.98572639,2.6690646E-05,8.6385634E-08,2.084103E-06,7.4897259E-08,1.65976E-10
566,0.76373109,1.5070624E-07,5.8752872E-05,0.98832551,3.1745952E-05,1.9089628E-08,1.4460384E-06,6.3769936E-08,1.65989E-10
567,0.7630856,2.576557E-07,5.2087636E-05,0.99261347,4.8887372E-05,4.9234766E-08,1.0220751E-06,7.0603626E-08,1.65751E-10
568,0.76242585,3.639512E-07,4.5537651E-05,0.99691366,6.6130973E-05,7.9658079E-08,6.0531735E-07,7.7584815E-08,1.6551E-10
569,0.76012995,2.1489282E-07,4.7449501E-05,0.99845783,9.6644338E-05,1.5199919E-07,7.5338349E-07,3.8825497E-08,4.298085E-09
570,0.7578266,6.5148178E-08,4.9364385E-05,1,0.00012711981,2.2377574E-07,9.0267623E-07,9.3648E-11,8.45577E-09
571,0.75907506,3.2627752E-08,4.741155E-05,0.99766425,0.00019668561,1.5926049E-07,1.2440817E-06,9.391E-11,4.308821E-09
572,0.75933708,1.77475E-10,4.5295276E-05,0.99531502,0.00026647946,9.3744008E-08,1.5993603E-06,9.4064E-11,1.60596E-10
573,0.75898706,1.76324E-10,3.7647007E-05,0.99079164,0.00042250227,1.1235065E-07,2.4059631E-06,7.4687688E-08,1.59062E-10
574,0.75863298,1.74954E-10,2.9985759E-05,0.98625615,0.00057878441,1.311852E-07,3.2139054E-06,1.4928375E-07,1.57525E-10
575,0.7598178,2.0676379E-07,3.1016408E-05,0.97912071,0.0008950242,1.3255056E-07,3.1146985E-06,7.4964402E-08,1.56488E-10
576,0.76795422,4.1427554E-07,3.2052585E-05,0.97193207,0.0012130677,1.3392211E-07,3.0148833E-06,9.3348E-11,1.55444E-10
577,0.77596215,1.178343E-06,3.0554246E-05,0.92921942,0.0018863112,2.307564E-07,3.0625021E-06,9.305E-11,8.9995409E-08
578,0.78400408,1.9464421E-06,2.8888915E-05,0.88627061,0.002563098,3.2810077E-07,3.120277E-06,9.2639E-11,1.8027863E-07
579,0.78855196,1.831426E-06,2.3161531E-05,0.77509559,0.0042219591,2.6711649E-07,3.8037927E-06,9.1931E-11,7.2370692E-07
580,0.7940855,1.7143355E-06,1.7440465E-05,0.66404043,0.0058788975,2.0719545E-07,4.4864979E-06,9.1223E-11,1.2648242E-06
581,0.7958804,1.1103633E-06,1.7479886E-05,0.51029375,0.010792315,2.7156033E-07,5.571057E-06,1.2811015E-08,6.5731718E-07
582,0.79667466,5.0145109E-07,1.751934E-05,0.35584748,0.015727864,3.3621403E-07,6.6604745E-06,2.5679861E-08,4.856303E-08
583,0.79919564,2.5151894E-07,1.7415007E-05,0.24702449,0.037386593,3.9951376E-07,6.7415648E-06,1.2880561E-08,1.4237362E-07
584,0.80172059,1.88571E-10,1.7149476E-05,0.13750853,0.05918194,4.632084E-07,6.8230673E-06,8.9897E-11,2.3677624E-07
585,0.80071476,9.7827164E-08,1.4344703E-05,0.092924133,0.13465235,5.1154487E-07,6.0504752E-06,2.9597502E-08,2.936035E-07
586,0.80373808,1.9565383E-07,1.1523815E-05,0.048339161,0.21012203,5.5987839E-07,5.2778471E-06,5.9084415E-08,3.523233E-07
587,0.80846859,1.3679712E-07,1.1112342E-05,0.032973451,0.32925507,5.7894017E-07,5.1144027E-06,6.6596865E-08,2.2426969E-07
588,0.81423252,7.7764138E-08,1.0697906E-05,0.017503597,0.44918561,5.9913438E-07,4.9396681E-06,7.4270008E-08,9.5158331E-08
589,0.81727131,3.0080427E-07,1.174662E-05,0.011533107,0.5563707,7.1469736E-07,6.0204849E-06,6.9599744E-08,1.5904082E-07
590,0.81929006,5.258429E-07,1.2779107E-05,0.0055626878,0.66355011,8.292398E-07,7.0911406E-06,6.5040362E-08,2.2311163E-07
591,0.81957402,1.4773758E-06,1.1199472E-05,0.004188538,0.7491538,8.143108E-07,8.8527058E-06,3.2627493E-08,3.7817301E-07
592,0.82087292,2.4363925E-06,9.6147614E-06,0.0028100026,0.83502524,8.0034697E-07,1.0640083E-05,9.3019E-11,5.3372468E-07
593,0.82075591,3.2893898E-06,8.766507E-06,0.0021434058,0.86137158,9.1321549E-07,1.1970574E-05,9.4126E-11,5.3431152E-07
594,0.82063504,4.1442467E-06,7.9163504E-06,0.0014753339,0.88777201,1.0293855E-06,1.3405493E-05,9.5123E-11,5.348973E-07
595,0.82302956,4.4933396E-06,8.6227628E-06,0.0011294048,0.89980583,1.3185961E-06,1.3750168E-05,9.6522E-11,6.1336963E-07
596,0.82645415,4.8444135E-06,9.3331897E-06,0.00078144092,0.91189836,1.6197301E-06,1.4096679E-05,9.7815E-11,6.9229234E-07
597,0.82833758,3.4735448E-06,9.2285177E-06,0.00059958689,0.91731227,6.5985116E-06,1.5440598E-05,9.9042E-11,3.4553938E-07
598,0.83125013,2.1088569E-06,9.1072391E-06,0.00041735409,0.92273343,1.1608109E-05,1.6684869E-05,1.00271E-10,1.87634E-10
599,0.83505373,1.5450059E-06,8.5962367E-06,0.00032045256,0.92767476,1.2059088E-05,2.0335082E-05,1.0343081E-07,2.8888458E-07
600,0.83886881,9.7736627E-07,8.0652214E-06,0.00022289901,0.93263362,1.2616287E-05,2.4009316E-05,2.0755015E-07,5.7774697E-07
601,0.84211945,1.345813E-06,8.1653727E-06,0.00017146579,0.93547384,1.8617371E-05,2.8651198E-05,1.0379279E-07,5.3504221E-07
602,0.84640293,1.7143769E-06,8.2655165E-06,0.0001200144,0.9383103,2.462038E-05,3.3294497E-05,1.04491E-10,4.9426631E-07
603,0.8514228,1.5974575E-06,8.8121902E-06,9.4446539E-05,0.9420513,2.9030341E-05,3.5538959E-05,1.05181E-10,4.6612406E-07
604,0.85645832,1.4777145E-06,9.3447143E-06,6.8637063E-05,0.94580146,3.3459925E-05,3.7689695E-05,1.05873E-10,4.3785127E-07
605,0.86080208,1.2587204E-06,8.9661967E-06,5.3940472E-05,0.94702586,4.0950264E-05,3.7490497E-05,7.808207E-09,5.141925E-07
606,0.85889692,1.0396289E-06,8.587478E-06,3.9237501E-05,0.94824616,4.8443521E-05,3.7291035E-05,1.5505613E-08,5.886075E-07
607,0.85867281,1.2464557E-06,7.9166159E-06,3.0211438E-05,0.95104209,6.3057364E-05,3.8985506E-05,1.1035446E-07,5.9504016E-07
608,0.85740167,1.4536709E-06,7.2444451E-06,2.1168079E-05,0.95383943,7.7698748E-05,4.0683041E-05,2.0561176E-07,5.9952339E-07
609,0.85845757,1.8588338E-06,7.6776593E-06,1.4020332E-05,0.96011503,0.00010023274,4.7233091E-05,1.0294335E-07,8.8381301E-07
610,0.85846244,2.268267E-06,8.1295854E-06,6.850059E-06,0.96641243,0.0001229119,5.3814825E-05,1.0595E-10,1.1694887E-06
611,0.8613348,2.5128381E-06,8.7311412E-06,5.3419509E-06,0.97273378,0.00017153816,6.458943E-05,7.5231345E-08,8.7996459E-07
612,0.86421298,2.7722905E-06,9.3351867E-06,3.8273993E-06,0.97907476,0.00022036963,7.5409309E-05,1.5101214E-07,5.8722735E-07
613,0.8661811,3.4037899E-06,8.903715E-06,3.2243763E-06,0.98386303,0.00031696194,8.3454068E-05,7.5793563E-08,4.8155292E-07
614,0.86920848,4.0381388E-06,8.4702037E-06,2.6058053E-06,0.98866499,0.00041399179,9.164001E-05,5.58164E-10,3.7539297E-07
615,0.87028531,6.0805515E-06,7.3779808E-06,1.7116945E-06,0.98972282,0.00062809192,8.8380395E-05,3.312E-10,2.8602007E-07
616,0.8724151,8.0998041E-06,6.2856763E-06,8.0732046E-07,0.99077551,0.00084219826,8.512019E-05,1.03878E-10,1.9703941E-07
617,0.87609068,1.0416011E-05,6.8693381E-06,4.5300862E-07,0.99206284,0.0013795786,7.8947831E-05,7.6104498E-08,2.129117E-07
618,0.87977425,1.2740425E-05,7.4550433E-06,9.8326761E-08,0.99334898,0.0019188701,7.285857E-05,1.5224777E-07,2.272447E-07
619,0.88505054,1.1416513E-05,7.7094034E-06,9.5989781E-07,0.99667099,0.003389641,8.1604472E-05,7.642079E-08,3.7963876E-07
620,0.88927779,1.0086222E-05,7.9818486E-06,1.829024E-06,1,0.0048673569,9.0391133E-05,1.03109E-10,5.34755E-07
621,0.89248049,8.0034869E-06,7.2192828E-06,1.5070192E-06,0.9986561,0.0099348903,0.00012219937,1.02992E-10,5.4276866E-07
622,0.89461228,5.944105E-06,6.4566769E-06,1.1940219E-06,0.99730701,0.015002391,0.00015402405,1.02992E-10,5.5278236E-07
623,0.89833696,5.1748684E-06,5.6804555E-06,2.1651905E-06,0.941429,0.030519236,0.00019469852,7.419316E-09,5.511021E-07
624,0.90206242,4.4281421E-06,4.903305E-06,3.1207207E-06,0.88548199,0.046054086,0.00023541973,1.473036E-08,5.4941769E-07
625,0.90925311,3.8593366E-06,5.5383894E-06,6.1912236E-06,0.75943347,0.095565862,0.0001847658,7.456338E-09,6.3239844E-07
626,0.91432628,3.2853994E-06,6.1617943E-06,9.2756146E-06,0.63225063,0.14551148,0.00013365853,1.04965E-10,7.1811511E-07
627,0.91314037,3.2103222E-06,6.1538022E-06,8.821842E-06,0.50174001,0.24482656,7.8977076E-05,7.974096E-08,9.9395598E-07
628,0.91302015,3.1353999E-06,6.1286817E-06,8.3691394E-06,0.3715628,0.34388001,2.4474383E-05,1.588028E-07,1.2690662E-06
629,0.9154513,2.9039602E-06,5.1632578E-06,1.1812157E-05,0.25311892,0.4697898,1.6697256E-05,7.9754884E-08,1.1820443E-06
630,0.91788531,2.6718196E-06,4.1949433E-06,1.5226298E-05,0.13432221,0.59607117,8.7897701E-06,1.07481E-10,1.0947584E-06
631,0.91601139,2.987139E-06,3.7597617E-06,1.4353485E-05,0.086068956,0.70046342,6.8356052E-06,1.08477E-10,7.2231597E-07
632,0.91520068,3.3278789E-06,3.3050043E-06,1.3606694E-05,0.037557345,0.80540506,4.8601649E-06,1.09596E-10,3.4991315E-07
633,0.91324084,2.9075622E-06,3.676039E-06,1.8495586E-05,0.024147689,0.83917349,4.0949007E-06,1.10714E-10,2.9983261E-07
634,0.91235009,2.4850246E-06,4.0489698E-06,2.340977E-05,0.010667886,0.87310928,3.3256054E-06,1.11717E-10,2.4744294E-07
635,0.91076189,2.4896115E-06,4.1431195E-06,2.5692871E-05,0.007385241,0.87277617,2.6914412E-06,1.1276E-10,3.6263009E-07
636,0.91353336,2.4942004E-06,4.2549592E-06,2.7984248E-05,0.0040904314,0.87243662,2.0440467E-06,1.13685E-10,4.7824039E-07
637,0.91583172,2.5424791E-06,3.9775746E-06,3.1024099E-05,0.0028547416,0.8810359,1.6528372E-06,9.3592566E-08,5.2551344E-07
638,0.91812645,2.5907579E-06,3.7001046E-06,3.4064543E-05,0.0016187386,0.88963323,1.2615255E-06,1.8672856E-07,5.7279552E-07
639,0.92205217,2.643723E-06,3.2371851E-06,3.1615566E-05,0.0011555485,0.90874729,1.1658482E-06,9.3780619E-08,3.2910584E-07
640,0.92488995,2.6968722E-06,2.7724951E-06,2.9157133E-05,0.00069059962,0.92792806,1.0708936E-06,1.16185E-10,8.3256097E-08
641,0.92998073,2.7230075E-06,3.1584957E-06,2.8516003E-05,0.0005071172,0.94055085,8.7178274E-07,4.7615534E-08,3.4441274E-07
642,0.93397699,2.7491723E-06,3.5625306E-06,2.8006534E-05,0.0003233561,0.95318924,6.7236826E-07,9.5062073E-08,6.0678772E-07
643,0.93968215,2.5839657E-06,3.9522347E-06,2.6051866E-05,0.00024688813,0.95820103,6.3827304E-07,4.771789E-08,6.4277014E-07
644,0.94539911,2.4182866E-06,4.3254972E-06,2.4091627E-05,0.00017020562,0.9632226,6.0407983E-07,1.17168E-10,6.8091985E-07
645,0.95079139,2.4963138E-06,3.8435929E-06,2.4144617E-05,0.00015759399,0.96504245,1.3844187E-06,9.9044172E-08,6.9071441E-07
646,0.94845313,2.550376E-06,3.3595383E-06,2.4197655E-05,0.00014492565,0.96686292,2.1692825E-06,1.9876588E-07,7.0262557E-07
647,0.94548762,2.2332089E-06,3.2766567E-06,1.7406434E-05,0.00011260035,0.96701928,2.5917285E-06,3.1560444E-07,7.9115688E-07
648,0.9425084,1.9150492E-06,3.1935028E-06,1.0755028E-05,8.0049133E-05,0.96717149,3.0044244E-06,4.3280321E-07,8.820437E-07
649,0.93971744,2.0673016E-06,3.6763351E-06,5.4944413E-06,6.2275135E-05,0.96638395,4.0166319E-06,4.6888274E-07,1.0569715E-06
650,0.93691148,2.2176332E-06,4.1608457E-06,2.1397318E-07,4.4316187E-05,0.96558832,5.032378E-06,5.0508659E-07,1.2346014E-06
651,0.93471336,2.0465474E-06,4.6744616E-06,1.5207386E-07,3.4916903E-05,0.96192541,5.5978686E-06,4.6362092E-07,1.4229761E-06
